country_name,language,marital_status,gender,urban_rural,region,age,education_level,social_class,Q106,Q107,Q108,Q109,Q110,Q111,Q151,Q152,Q154,Q158,Q159,Q160,Q163,Q164,Q177,Q178,Q18,Q180,Q181,Q182,Q183,Q184,Q185,Q187,Q189,Q19,Q2,Q20,Q21,Q22,Q23,Q235,Q236,Q237,Q238,Q24,Q241,Q242,Q243,Q244,Q245,Q246,Q249,Q25,Q250,Q251,Q253,Q254,Q26,Q27,Q29,Q3,Q30,Q31,Q32,Q33,Q34,Q4,Q43,Q44,Q45,Q5,Q58,Q59,Q6,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q77,Q79,Q80,Q81,Q83
india,Hindi,Single,Female,Rural,IN-BR Bihar,16-24,Higher,Lower middle class,5,1,4,6,No Answer,No Answer,No Answer,आर्थिक विकास का उच्च स्तर,राष्ट्र में व्यवस्था बनाए रखना,8,8,6,7,9,3,2,महत्वपूर्ण,1,कभी भी न्यायोचित नहीं,1,1,2,1,1,10,महत्वपूर्ण नहीं,बहुत ज़रूरी,महत्वपूर्ण,महत्वपूर्ण,महत्वपूर्ण,महत्वपूर्ण,काफी बुरा,काफी अच्छा,बहुत बुरा,बहुत अच्छा,महत्वपूर्ण,10,4,9,3,2,7,10,महत्वपूर्ण नहीं,9,7,काफी सम्मान,काफी गर्व है,महत्वपूर्ण,पूरी तरह सहमत,असहमत,बल्कि महत्वपूर्ण,दृढ़तापूर्वक असहमत,असहमत,असहमत,ना तो सहमत ना ही असहमत,सहमत,बल्कि महत्वपूर्ण,बुरा मत मानना,अची बात है,अची बात है,बहुत ज़रूरी,पूरी तरह से भरोसा करें,कुछ हद तक भरोसा करें,बल्कि महत्वपूर्ण,कुछ हद तक भरोसा करें,बहुत ज्यादा भरोसा मत करो,कुछ हद तक भरोसा करें,कुछ हद तक भरोसा करें,बहुत ज़्यादा नहीं,काफी,काफी,काफी,काफी,काफी,काफी,काफी,बिल्कुल भी नहीं,बहुत ज़्यादा नहीं,काफी,बहुत ज़्यादा नहीं,काफी,काफी,काफी,काफी
india,Hindi,Single,Female,Rural,IN-BR Bihar,16-24,Middle,Lower middle class,5,1,4,6,No Answer,No Answer,No Answer,आर्थिक विकास का उच्च स्तर,राष्ट्र में व्यवस्था बनाए रखना,8,9,6,7,9,3,2,महत्वपूर्ण,1,कभी भी न्यायोचित नहीं,1,1,2,1,1,10,महत्वपूर्ण नहीं,बहुत ज़रूरी,महत्वपूर्ण,महत्वपूर्ण,महत्वपूर्ण,महत्वपूर्ण,काफी बुरा,काफी अच्छा,बहुत बुरा,काफी अच्छा,महत्वपूर्ण,8,4,9,3,2,7,10,महत्वपूर्ण नहीं,9,7,काफी सम्मान,काफी गर्व है,महत्वपूर्ण,पूरी तरह सहमत,असहमत,बल्कि महत्वपूर्ण,दृढ़तापूर्वक असहमत,असहमत,असहमत,ना तो सहमत ना ही असहमत,सहमत,बल्कि महत्वपूर्ण,बुरा मत मानना,अची बात है,अची बात है,बहुत ज़रूरी,पूरी तरह से भरोसा करें,कुछ हद तक भरोसा करें,बल्कि महत्वपूर्ण,कुछ हद तक भरोसा करें,बहुत ज्यादा भरोसा मत करो,कुछ हद तक भरोसा करें,कुछ हद तक भरोसा करें,बहुत ज़्यादा नहीं,काफी,काफी,काफी,काफी,काफी,काफी,काफी,बिल्कुल भी नहीं,बहुत ज़्यादा नहीं,काफी,बहुत ज़्यादा नहीं,काफी,काफी,काफी,काफी
india,Hindi,Married,Female,Rural,IN-BR Bihar,25-34,Higher,Lower middle class,5,1,4,6,No Answer,No Answer,No Answer,आर्थिक विकास का उच्च स्तर,बढ़ती कीमतों से लड़ना,8,7,6,7,9,3,2,महत्वपूर्ण,1,कभी भी न्यायोचित नहीं,1,1,3,1,1,10,महत्वपूर्ण नहीं,बहुत ज़रूरी,महत्वपूर्ण,महत्वपूर्ण,महत्वपूर्ण,महत्वपूर्ण,काफी बुरा,काफी अच्छा,बहुत बुरा,बहुत अच्छा,महत्वपूर्ण,10,5,10,5,2,7,10,महत्वपूर्ण नहीं,9,7,काफी सम्मान,काफी गर्व है,महत्वपूर्ण,पूरी तरह सहमत,असहमत,बल्कि महत्वपूर्ण,दृढ़तापूर्वक असहमत,असहमत,पूरी तरह सहमत,ना तो सहमत ना ही असहमत,सहमत,बल्कि महत्वपूर्ण,बुरा मत मानना,अची बात है,अची बात है,बहुत ज़रूरी,पूरी तरह से भरोसा करें,कुछ हद तक भरोसा करें,बल्कि महत्वपूर्ण,कुछ हद तक भरोसा करें,बहुत ज्यादा भरोसा मत करो,कुछ हद तक भरोसा करें,कुछ हद तक भरोसा करें,काफी,बहुत बड़ा,काफी,काफी,काफी,काफी,काफी,काफी,बिल्कुल भी नहीं,काफी,काफी,बहुत ज़्यादा नहीं,काफी,काफी,काफी,काफी
india,Hindi,Married,Female,Rural,IN-BR Bihar,45-54,Middle,Lower middle class,5,1,7,8,No Answer,No Answer,No Answer,आर्थिक विकास का उच्च स्तर,बढ़ती कीमतों से लड़ना,7,9,6,7,9,3,2,महत्वपूर्ण,1,कभी भी न्यायोचित नहीं,1,1,2,1,1,10,महत्वपूर्ण नहीं,बहुत ज़रूरी,महत्वपूर्ण,महत्वपूर्ण,महत्वपूर्ण,महत्वपूर्ण,काफी बुरा,काफी अच्छा,बहुत बुरा,काफी अच्छा,महत्वपूर्ण,8,5,10,5,2,8,10,महत्वपूर्ण नहीं,9,7,काफी सम्मान,काफी गर्व है,महत्वपूर्ण,पूरी तरह सहमत,असहमत,बल्कि महत्वपूर्ण,दृढ़तापूर्वक असहमत,असहमत,पूरी तरह सहमत,ना तो सहमत ना ही असहमत,सहमत,बल्कि महत्वपूर्ण,बुरा मत मानना,अची बात है,अची बात है,बहुत ज़रूरी,पूरी तरह से भरोसा करें,कुछ हद तक भरोसा करें,बल्कि महत्वपूर्ण,कुछ हद तक भरोसा करें,बहुत ज्यादा भरोसा मत करो,कुछ हद तक भरोसा करें,कुछ हद तक भरोसा करें,काफी,बहुत बड़ा,काफी,काफी,काफी,काफी,काफी,काफी,बिल्कुल भी नहीं,काफी,काफी,बहुत ज़्यादा नहीं,काफी,काफी,काफी,काफी
india,Hindi,Single,Male,Rural,IN-BR Bihar,16-24,Middle,Lower middle class,5,1,6,7,No Answer,No Answer,No Answer,आर्थिक विकास का उच्च स्तर,बढ़ती कीमतों से लड़ना,8,9,6,7,9,3,2,महत्वपूर्ण,1,कभी भी न्यायोचित नहीं,1,1,2,5,2,2,महत्वपूर्ण नहीं,बहुत ज़रूरी,महत्वपूर्ण,महत्वपूर्ण,महत्वपूर्ण,महत्वपूर्ण,काफी बुरा,काफी अच्छा,बहुत बुरा,काफी अच्छा,महत्वपूर्ण,7,4,9,3,2,7,10,महत्वपूर्ण नहीं,9,7,काफी सम्मान,काफी गर्व है,महत्वपूर्ण नहीं,पूरी तरह सहमत,असहमत,बल्कि महत्वपूर्ण,दृढ़तापूर्वक असहमत,असहमत,असहमत,ना तो सहमत ना ही असहमत,सहमत,बल्कि महत्वपूर्ण,बुरा मत मानना,अची बात है,अची बात है,बहुत ज़रूरी,पूरी तरह से भरोसा करें,कुछ हद तक भरोसा करें,बल्कि महत्वपूर्ण,कुछ हद तक भरोसा करें,बहुत ज्यादा भरोसा मत करो,कुछ हद तक भरोसा करें,कुछ हद तक भरोसा करें,बहुत ज़्यादा नहीं,काफी,काफी,काफी,काफी,बहुत ज़्यादा नहीं,काफी,बहुत ज़्यादा नहीं,बिल्कुल भी नहीं,बहुत ज़्यादा नहीं,काफी,बहुत ज़्यादा नहीं,काफी,काफी,काफी,काफी
india,Hindi,Single,Male,Rural,IN-BR Bihar,16-24,Middle,Upper middle class,5,1,6,7,No Answer,No Answer,No Answer,आर्थिक विकास का उच्च स्तर,राष्ट्र में व्यवस्था बनाए रखना,8,9,6,7,9,3,2,महत्वपूर्ण,1,कभी भी न्यायोचित नहीं,1,1,4,7,2,1,महत्वपूर्ण नहीं,बहुत ज़रूरी,महत्वपूर्ण,महत्वपूर्ण,महत्वपूर्ण,महत्वपूर्ण,काफी बुरा,काफी अच्छा,बहुत बुरा,काफी अच्छा,महत्वपूर्ण,7,4,9,3,2,7,10,महत्वपूर्ण नहीं,9,7,काफी सम्मान,बहुत गर्व है,महत्वपूर्ण नहीं,पूरी तरह सहमत,असहमत,बल्कि महत्वपूर्ण,दृढ़तापूर्वक असहमत,असहमत,असहमत,ना तो सहमत ना ही असहमत,सहमत,बल्कि महत्वपूर्ण,बुरा मत मानना,अची बात है,अची बात है,बहुत ज़रूरी,पूरी तरह से भरोसा करें,कुछ हद तक भरोसा करें,बल्कि महत्वपूर्ण,कुछ हद तक भरोसा करें,बहुत ज्यादा भरोसा मत करो,कुछ हद तक भरोसा करें,कुछ हद तक भरोसा करें,बहुत ज़्यादा नहीं,काफी,काफी,काफी,काफी,काफी,काफी,काफी,बिल्कुल भी नहीं,बहुत ज़्यादा नहीं,काफी,बहुत ज़्यादा नहीं,काफी,काफी,काफी,काफी
india,Hindi,Married,Male,Rural,IN-BR Bihar,25-34,Higher,Lower middle class,5,1,6,7,No Answer,No Answer,No Answer,आर्थिक विकास का उच्च स्तर,बढ़ती कीमतों से लड़ना,8,9,6,7,9,3,2,महत्वपूर्ण,1,कभी भी न्यायोचित नहीं,1,1,3,5,2,2,महत्वपूर्ण नहीं,बहुत ज़रूरी,महत्वपूर्ण,महत्वपूर्ण,महत्वपूर्ण,महत्वपूर्ण,काफी बुरा,काफी अच्छा,बहुत बुरा,काफी अच्छा,महत्वपूर्ण,7,4,9,3,2,7,10,महत्वपूर्ण नहीं,9,7,काफी सम्मान,काफी गर्व है,महत्वपूर्ण,सहमत,असहमत,बल्कि महत्वपूर्ण,दृढ़तापूर्वक असहमत,असहमत,असहमत,ना तो सहमत ना ही असहमत,सहमत,बल्कि महत्वपूर्ण,बुरा मत मानना,अची बात है,अची बात है,बहुत ज़रूरी,पूरी तरह से भरोसा करें,कुछ हद तक भरोसा करें,बल्कि महत्वपूर्ण,कुछ हद तक भरोसा करें,कुछ हद तक भरोसा करें,कुछ हद तक भरोसा करें,कुछ हद तक भरोसा करें,बहुत ज़्यादा नहीं,काफी,काफी,काफी,काफी,काफी,काफी,काफी,बिल्कुल भी नहीं,बहुत ज़्यादा नहीं,काफी,बहुत ज़्यादा नहीं,काफी,काफी,काफी,काफी
india,Hindi,Married,Male,Rural,IN-BR Bihar,25-34,Middle,Lower middle class,5,1,4,6,No Answer,No Answer,No Answer,आर्थिक विकास का उच्च स्तर,बढ़ती कीमतों से लड़ना,8,7,6,7,9,3,2,महत्वपूर्ण,1,कभी भी न्यायोचित नहीं,1,1,2,5,2,2,महत्वपूर्ण नहीं,बहुत ज़रूरी,महत्वपूर्ण,महत्वपूर्ण,महत्वपूर्ण,महत्वपूर्ण,काफी बुरा,काफी अच्छा,बहुत बुरा,काफी अच्छा,महत्वपूर्ण,7,5,10,5,2,7,10,महत्वपूर्ण नहीं,9,7,काफी सम्मान,काफी गर्व है,महत्वपूर्ण नहीं,पूरी तरह सहमत,असहमत,बल्कि महत्वपूर्ण,दृढ़तापूर्वक असहमत,असहमत,असहमत,ना तो सहमत ना ही असहमत,सहमत,बल्कि महत्वपूर्ण,बुरा मत मानना,अची बात है,अची बात है,बहुत ज़रूरी,पूरी तरह से भरोसा करें,कुछ हद तक भरोसा करें,बल्कि महत्वपूर्ण,कुछ हद तक भरोसा करें,बहुत ज्यादा भरोसा मत करो,कुछ हद तक भरोसा करें,कुछ हद तक भरोसा करें,बहुत ज़्यादा नहीं,काफी,काफी,काफी,काफी,बहुत ज़्यादा नहीं,काफी,बहुत ज़्यादा नहीं,बिल्कुल भी नहीं,बहुत ज़्यादा नहीं,काफी,बहुत ज़्यादा नहीं,काफी,काफी,काफी,काफी
india,Hindi,Single,Male,Rural,IN-BR Bihar,25-34,Higher,Lower middle class,5,1,6,7,No Answer,No Answer,No Answer,आर्थिक विकास का उच्च स्तर,राष्ट्र में व्यवस्था बनाए रखना,8,9,6,7,9,3,2,महत्वपूर्ण,1,कभी भी न्यायोचित नहीं,1,1,3,6,2,1,महत्वपूर्ण नहीं,बहुत ज़रूरी,महत्वपूर्ण,महत्वपूर्ण,महत्वपूर्ण,महत्वपूर्ण,काफी बुरा,काफी अच्छा,बहुत बुरा,काफी अच्छा,महत्वपूर्ण,7,4,9,3,2,7,10,महत्वपूर्ण नहीं,9,7,काफी सम्मान,काफी गर्व है,महत्वपूर्ण नहीं,सहमत,असहमत,बल्कि महत्वपूर्ण,दृढ़तापूर्वक असहमत,असहमत,असहमत,ना तो सहमत ना ही असहमत,सहमत,बल्कि महत्वपूर्ण,बुरा मत मानना,अची बात है,अची बात है,बहुत ज़रूरी,पूरी तरह से भरोसा करें,कुछ हद तक भरोसा करें,बल्कि महत्वपूर्ण,कुछ हद तक भरोसा करें,बहुत ज्यादा भरोसा मत करो,कुछ हद तक भरोसा करें,कुछ हद तक भरोसा करें,बहुत ज़्यादा नहीं,काफी,काफी,काफी,काफी,काफी,काफी,काफी,बिल्कुल भी नहीं,बहुत ज़्यादा नहीं,काफी,बहुत ज़्यादा नहीं,काफी,काफी,काफी,काफी
india,Hindi,Married,Male,Rural,IN-BR Bihar,35-44,Middle,Lower middle class,5,1,4,6,No Answer,No Answer,No Answer,आर्थिक विकास का उच्च स्तर,बढ़ती कीमतों से लड़ना,8,7,6,7,9,3,2,महत्वपूर्ण,1,कभी भी न्यायोचित नहीं,1,1,2,5,2,2,महत्वपूर्ण नहीं,बहुत ज़रूरी,महत्वपूर्ण,महत्वपूर्ण,महत्वपूर्ण,महत्वपूर्ण,काफी बुरा,काफी अच्छा,बहुत बुरा,काफी अच्छा,महत्वपूर्ण,7,5,10,5,2,7,10,महत्वपूर्ण नहीं,9,7,काफी सम्मान,काफी गर्व है,महत्वपूर्ण,पूरी तरह सहमत,असहमत,बल्कि महत्वपूर्ण,दृढ़तापूर्वक असहमत,असहमत,असहमत,ना तो सहमत ना ही असहमत,सहमत,बल्कि महत्वपूर्ण,बुरा मत मानना,अची बात है,अची बात है,बहुत ज़रूरी,पूरी तरह से भरोसा करें,कुछ हद तक भरोसा करें,बल्कि महत्वपूर्ण,कुछ हद तक भरोसा करें,बहुत ज्यादा भरोसा मत करो,कुछ हद तक भरोसा करें,कुछ हद तक भरोसा करें,बहुत ज़्यादा नहीं,काफी,काफी,काफी,काफी,काफी,काफी,काफी,बिल्कुल भी नहीं,बहुत ज़्यादा नहीं,काफी,बहुत ज़्यादा नहीं,काफी,काफी,काफी,काफी
