V262: Year survey,B_COUNTRY_ALPHA: Country code ISO 3166 alpha,N_REGION_ISO: Region (ISO),G_TOWNSIZE2: Settlement size_5 groups,V240: Sex,V242: Age,V247: Language at home,V57: Marital status,V248R: Highest educational level: Respondent (recoded into 3 groups),V238: Social class (subjective),Counts
2012,-4,CO-ANT Antioquia,100000-500000,Female,20,Spanish; Castilian,Single,Middle,Working class,1
2012,-4,CO-ANT Antioquia,100000-500000,Female,21,Spanish; Castilian,Single,No answer,Lower middle class,1
2012,-4,CO-ANT Antioquia,100000-500000,Female,22,Spanish; Castilian,Living together as married,Middle,Lower middle class,1
2012,-4,CO-ANT Antioquia,100000-500000,Female,26,Spanish; Castilian,Married,Middle,Working class,1
2012,-4,CO-ANT Antioquia,100000-500000,Female,29,Spanish; Castilian,Single,Middle,Lower middle class,1
2012,-4,CO-ANT Antioquia,100000-500000,Female,32,Spanish; Castilian,Separated,Higher,Lower middle class,1
2012,-4,CO-ANT Antioquia,100000-500000,Female,33,Spanish; Castilian,Living together as married,Middle,Lower middle class,1
2012,-4,CO-ANT Antioquia,100000-500000,Female,39,Spanish; Castilian,Single,Middle,Lower middle class,1
2012,-4,CO-ANT Antioquia,100000-500000,Female,49,Spanish; Castilian,Married,Higher,Lower middle class,1
2012,-4,CO-ANT Antioquia,100000-500000,Female,52,Spanish; Castilian,Separated,Higher,Lower middle class,1
2012,-4,CO-ANT Antioquia,100000-500000,Female,53,Spanish; Castilian,Living together as married,Lower,Working class,1
2012,-4,CO-ANT Antioquia,100000-500000,Female,60,Spanish; Castilian,Married,Lower,Lower middle class,1
2012,-4,CO-ANT Antioquia,100000-500000,Male,22,Spanish; Castilian,Single,Higher,Lower middle class,1
2012,-4,CO-ANT Antioquia,100000-500000,Male,27,Spanish; Castilian,Living together as married,Middle,Working class,1
2012,-4,CO-ANT Antioquia,100000-500000,Male,35,Spanish; Castilian,Single,Middle,Lower middle class,1
2012,-4,CO-ANT Antioquia,100000-500000,Male,36,Spanish; Castilian,Living together as married,Middle,Upper middle class,1
2012,-4,CO-ANT Antioquia,100000-500000,Male,39,Spanish; Castilian,Single,Middle,Working class,1
2012,-4,CO-ANT Antioquia,100000-500000,Male,45,Spanish; Castilian,Living together as married,Middle,Lower middle class,1
2012,-4,CO-ANT Antioquia,100000-500000,Male,48,Spanish; Castilian,Living together as married,Higher,Lower middle class,1
2012,-4,CO-ANT Antioquia,100000-500000,Male,49,Spanish; Castilian,Living together as married,Middle,Lower class,1
2012,-4,CO-ANT Antioquia,100000-500000,Male,50,Spanish; Castilian,Married,Middle,Lower middle class,1
2012,-4,CO-ANT Antioquia,100000-500000,Male,52,Spanish; Castilian,Married,Lower,Lower middle class,1
2012,-4,CO-ANT Antioquia,100000-500000,Male,65,Spanish; Castilian,Married,Middle,Upper middle class,1
2012,-4,CO-ANT Antioquia,100000-500000,Male,70,Spanish; Castilian,Married,Lower,Upper middle class,1
